order_id,order_date,ship_date,sales,quantity,discount,profit,shipping_cost,order_priority,ship_mode,CustomerID,ProductKey
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,1060,4201
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,1060,5634
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,1060,5636
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,1126,3564
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,1126,3578
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,1126,3694
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,1126,3802
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,1126,4029
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,1126,4060
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,1126,4154
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,1126,4201
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,1126,5634
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,1126,5636
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,1277,3564
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,1277,3578
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,1277,3694
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,1277,3802
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,1277,4029
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,1277,4060
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,1277,4154
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,1277,4201
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,1277,5634
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,1277,5636
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,1788,3564
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,1788,3578
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,1788,3694
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,1788,3802
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,1788,4029
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,1788,4060
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,1788,4154
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,1788,4201
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,1788,5634
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,1788,5636
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,2510,3564
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,2510,3578
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,2510,3694
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,2510,3802
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,2510,4029
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,2510,4060
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,2510,4154
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,2510,4201
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,2510,5634
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,2510,5636
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,2736,3564
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,2736,3578
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,2736,3694
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,2736,3802
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,2736,4029
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,2736,4060
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,2736,4154
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,2736,4201
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,2736,5634
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,2736,5636
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,3436,3564
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,3436,3578
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,3436,3694
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,3436,3802
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,3436,4029
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,3436,4060
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,3436,4154
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,3436,4201
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,3436,5634
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,3436,5636
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,4327,3564
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,4327,3578
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,4327,3694
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,4327,3802
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,4327,4029
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,4327,4060
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,4327,4154
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,4327,4201
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,4327,5634
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,4327,5636
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,4935,3564
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,4935,3578
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,4935,3694
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,4935,3802
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,4935,4029
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,4935,4060
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,4935,4154
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,4935,4201
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,4935,5634
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,4935,5636
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,6349,3564
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,6349,3578
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,6349,3694
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,6349,3802
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,6349,4029
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,6349,4060
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,6349,4154
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,6349,4201
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,6349,5634
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,6349,5636
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,6421,3564
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,6421,3578
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,6421,3694
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,6421,3802
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,6421,4029
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,6421,4060
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,6421,4154
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,6421,4201
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,6421,5634
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,6421,5636
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,7827,3564
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,7827,3578
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,7827,3694
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,7827,3802
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,7827,4029
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,7827,4060
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,7827,4154
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,7827,4201
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,7827,5634
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,7827,5636
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,8299,3564
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,8299,3578
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,8299,3694
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,8299,3802
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,8299,4029
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,8299,4060
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,8299,4154
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,8299,4201
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,8299,5634
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,8299,5636
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,8729,3564
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,8729,3578
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,8729,3694
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,8729,3802
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,8729,4029
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,8729,4060
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,8729,4154
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,8729,4201
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,8729,5634
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,8729,5636
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,8849,3564
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,8849,3578
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,8849,3694
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,8849,3802
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,8849,4029
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,8849,4060
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,8849,4154
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,8849,4201
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,8849,5634
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,8849,5636
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,9083,3564
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,9083,3578
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,9083,3694
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,9083,3802
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,9083,4029
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,9083,4060
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,9083,4154
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,9083,4201
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,9083,5634
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,9083,5636
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,9458,3564
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,9458,3578
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,9458,3694
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,9458,3802
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,9458,4029
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,9458,4060
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,9458,4154
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,9458,4201
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,9458,5634
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,9458,5636
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,9956,3564
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,9956,3578
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,9956,3694
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,9956,3802
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,9956,4029
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,9956,4060
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,9956,4154
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,9956,4201
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,9956,5634
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,9956,5636
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,12788,3564
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,12788,3578
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,12788,3694
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,12788,3802
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,12788,4029
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,12788,4060
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,12788,4154
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,12788,4201
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,12788,5634
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,12788,5636
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,12969,3564
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,12969,3578
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,12969,3694
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,12969,3802
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,12969,4029
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,12969,4060
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,12969,4154
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,12969,4201
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,12969,5634
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,12969,5636
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,13134,3564
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,13134,3578
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,13134,3694
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,13134,3802
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,13134,4029
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,13134,4060
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,13134,4154
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,13134,4201
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,13134,5634
MX-2011-115329,26/12/2011 00:00:00,30/12/2011 00:00:00,11,2,0,0,0.57,Medium,Standard Class,13134,5636
